MSHA ID,Year,Mine_Name,Mine_State,Mine_County,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Coal_Supply_Region,Production_(short_tons),Average_Employees,Labor_Hours,log_production
1519593,2013,Davis Energy / Red Bush,Kentucky (East),Breathitt,Temporarily closed,Surface,Independent Producer Operator,Mine only,Clay Laurel Mining Incorporate,"P.O. Box 25, Avawam, KY 41713", ,Appalachia Central,9910,4,2200,9.20129962732
1519621,2013,H-2,Kentucky (East),Breathitt,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Stanville,, KY 41659", ,Appalachia Central,121572,8,24398,11.7082619588
4609151,2013,#46 (Gobblers Knob),Kentucky (East),Breathitt,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Bundy Auger Mining Inc,"2005 Webster Rd, Summersville, WV 26651", ,Appalachia Central,272975,15,32719,12.5171354949
1519027,2013,Dry Branch,Kentucky (East),Clay,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Job Land Mining Of Kentucky, L","521 Crane Road, Somerset, KY 42501", ,Appalachia Central,1871,11,2953,7.53422832627
1519176,2013,Barger Branch Job #14,Kentucky (East),Clay,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"B&w Resources, Inc.","P.O. Box 466, Manchester, KY 40962", ,Appalachia Central,137766,16,37961,11.8333118727
1519449,2013,Elk Creek,Kentucky (East),Clay,Active,Surface,Independent Producer Operator,Mine only,"D&l Mining Company, Llc.","625 Memorial Drive, Hazard, KY 41701", ,Appalachia Central,4487,9,4825,8.40893960598
1519503,2013,Mitco Job #12,Kentucky (East),Clay,Active,Surface,Independent Producer Operator,Mine only,"B&w Resources, Inc.","300 Liperote Way, London, KY 40741", ,Appalachia Central,33025,19,22445,10.4050201294
1519505,2013,3117,Kentucky (East),Clay,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Black Hawk Mining, Inc.","221 Creek Road, Rural Valley, PA 16249", ,Appalachia Central,1185,3,1440,7.07749805357
1519584,2013,Sextons Creek Mine,Kentucky (East),Clay,Temporarily closed,Surface,Independent Producer Operator,Mine only,Wilburn & Son,"1741 Old Shiner School Road, Williamsburg, KY 40769", ,Appalachia Central,3188,9,3578,8.06714903991
1519631,2013,Mine #1,Kentucky (East),Clay,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Greasy Mining, Llc","P.O. Box 217, Manchester, KY 40962", ,Appalachia Central,1190,6,1118,7.08170858611
1518418,2013,Joe's Run,Kentucky (West),Daviess,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366", ,Illinois Basin,182042,19,48469,12.1119927087
1519657,2013,North Knottsville Mine,Kentucky (West),Daviess,Active,Surface,Independent Producer Operator,Mine only,"Western Kentucky Minerals, Inc","P.O. Box 155, Philpot, KY 42366", ,Illinois Basin,302527,22,53367,12.6199258087
1519556,2013,Job #8,Kentucky (East),Elliott,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Mountain Source Energy, Llc","P.O. Box 308, Mt Sterling, KY 40353", ,Appalachia Central,46421,11,9895,10.745507222
1512908,2013,No 2,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,"Krd Coal Co., Inc.","P.O. Box 224, Auxier, KY 41602", ,Appalachia Central,86053,17,29357,11.3627186645
1518538,2013,Auger Mine No 34,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,B & H Coal Co Inc,"P.O. Box 221, Jackson, KY 41339", ,Appalachia Central,7637,3,1723,8.94076013489
1518730,2013,M-102,Kentucky (East),Floyd,Active,Surface,Contractor,Mine only,Contract Highwall Mining Llc,"P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,91635,8,15306,11.4255685738
1518763,2013,Simpson Br,Kentucky (East),Floyd,Permanently abandoned,Underground,Independent Producer Operator,Mine only,"Pike-Floyd Mining, Inc.","P.O. Box 249, Stanville, KY 41659", ,Appalachia Central,4978,12,3421,8.51278348293
1518881,2013,#9,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Contractor,Mine only,Cheyenne Enterprises Inc,"5363 Collins Hwy, Pikeville, KY 41501", ,Appalachia Central,96857,20,53988,11.4809909429
1518884,2013,Tram Mine #1,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Black Hawk Mining Llc,"P.O. Box 2237, Prestonsburg, KY 41653", ,Appalachia Central,63588,12,13167,11.0601800523
1518903,2013,Job 22,Kentucky (East),Floyd,Permanently abandoned,Surface,Independent Producer Operator,Mine only,James River Coal Service Compa,"P.O. Box 189, Lackey, KY 41643", ,Appalachia Central,794,4,1617,6.67708346125
1518936,2013,No 1,Kentucky (East),Floyd,Active,Underground,Contractor,Mine only,Mrm Mining Inc,"P.O. Box 308, Hi Hat, KY 41636", ,Appalachia Central,172554,28,52434,12.0584655099
1518980,2013,Frasure Branch,Kentucky (East),Floyd,Active,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"P.O. Box 1389, Gilbert, WV 25621", ,Appalachia Central,279945,67,146062,12.5423484343
1518998,2013,Blackhawk #2 Surface Mine,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,Blackhawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,312160,36,73595,12.6512711559
1519129,2013,No. 15,Kentucky (East),Floyd,Permanently abandoned,Underground,Contractor,Mine only,Fools Gold Energy Corporation,"P.O. Box 2037, Pikeville, KY 41502", ,Appalachia Central,117938,27,60031,11.6779143416
1519224,2013,#1,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,"R & C Coal, Llc","P.O. Box 2037, Pikeville, KY 41502", ,Appalachia Central,103788,24,42394,11.5501056361
1519242,2013,Redhawk #1,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,"Redhawk Mining, Llc","3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,558203,104,221627,13.2324779745
1519413,2013,Emma #1,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,"Coal Mining, Inc.","439 Meadows Branch, Prestonsburg, KY 41653", ,Appalachia Central,9217,7,12798,9.12880488399
1519565,2013,Hubble 12,Kentucky (East),Floyd,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Hubble Mining Llc,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,159536,25,65827,11.9800248811
1519588,2013,Blackhawk #4 Surface Mine,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,Blackhawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,191181,18,38849,12.1609759023
1519610,2013,Emma Hwm #1,Kentucky (East),Floyd,Active,Surface,Independent Producer Operator,Mine only,Coal Mining Inc.,"439 Meadows Branch, Pestonsburg, KY 41653", ,Appalachia Central,3803,4,1304,8.24354550793
1519619,2013,No. 1 Auger,Kentucky (East),Floyd,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Rhyno Corp, Llc","125 Locust Drive, Pikeville, KY 41501", ,Appalachia Central,700,3,40,6.55108033504
1519633,2013,Redhawk #4 Mine,Kentucky (East),Floyd,Active,Underground,Independent Producer Operator,Mine only,Redhawk Mining Llc,"3228 Summit Square Pl Ste 180, Lexington, KY 40509", ,Appalachia Central,138794,40,83583,11.8407460985
4407041,2013,Appalachian Highwall Osborn Br,Kentucky (East),Floyd,Active,Surface,Contractor,Mine only,Appalachian Highwall Mining Ll,"P.O. Box 708, Salyersville, KY 41465", ,Appalachia Central,107272,5,8494,11.583122944
1502263,2013,Darby Fork No 1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282", ,Appalachia Central,483465,107,268889,13.0887342024
1514728,2013,Foresters Creek Strip,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Fox Knob Coal Company Inc,"P.O. Box 267, Coldiron, KY 40819", ,Appalachia Central,554488,85,210805,13.2258004444
1517234,2013,Huff Creek No 1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St Charles, VA 24282", ,Appalachia Central,440681,122,299166,12.9960765367
1517903,2013,Mine No.2,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,"Yellow Rose Coal, Llc","P.O. Box 220, Lejunior, KY 40849", ,Appalachia Central,69044,19,36209,11.1424992615
1518197,2013,Jarisa Cave Spur Mine,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,Jarisa Inc.,"P.O. Box 536, Neon, KY 41840", ,Appalachia Central,203566,40,83300,12.2237455556
1518198,2013,Panther Mine No. 1,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,North Fork Coal Corporation,"5703 Crutchfield Dr, Norton, VA 24273", ,Appalachia Central,5742,23,11260,8.65556286068
1518241,2013,Cloverlick # 1a,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,Hubble Mining Co. Llc,"P.O. Box 392, Pikeville, KY 41502", ,Appalachia Central,4903,13,15128,8.49760254165
1518247,2013,Big Branch,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Nally & Hamilton Enterprises I,"P.O. Box 157, Bardtown, KY 40004", ,Appalachia Central,425270,38,112891,12.9604795403
1518277,2013,K-3,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,Harlan Cumberland Coal Company,"General Delivery, Grays Knob, KY 40829", ,Appalachia Central,104791,28,71324,11.5597231693
1518516,2013,No 1,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,Linsco Energy Llc,"P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,87990,26,61194,11.3849784506
1518643,2013,Highsplint Strip,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Dixie Fuel Company Llc,"51 Grays Branch Road, Grays Knob, KY 40829", ,Appalachia Central,9447,5,12743,9.15345250977
1518647,2013,Clover Fork No 1,Kentucky (East),Harlan,Active,Underground,Operating Subsidiary,Mine only,Lone Mountain Processing Inc,"Drawer C, St. Charles, VA 24282", ,Appalachia Central,972944,133,326947,13.7880818056
1518734,2013,Mine #1,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Operating Subsidiary,Mine only,Powell Mountain Energy Llc,"Rt. 1 Box 140, St. Charles, VA 24282", ,Appalachia Central,29693,9,20852,10.2986666068
1518889,2013,Harlan Strip #1,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Operating Subsidiary,Mine only,Four Star Resources Llc,"P.O. Box 367, Mary Alice, KY 40964", ,Appalachia Central,29885,12,26596,10.3051119613
1518893,2013,#8 Wallins Creek Strip,Kentucky (East),Harlan,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Fox Knob Coal Company, Inc.","P.O. Box 81, Cranks, KY 40820", ,Appalachia Central,1195,3,1052,7.08590146437
1519170,2013,Ky No. 5,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine and Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,67113,19,41083,11.1141330449
1519216,2013,Infinity #3,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Infinity Energy Incorporated,"302 South Jefferson Street, Roanoke, VA 24011", ,Appalachia Central,23586,19,29424,10.0684085946
1519260,2013,D-5,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,Rex Coal Co. Inc,"P.O. Box 269, Grays Knob, KY 40829", ,Appalachia Central,289133,64,174866,12.5746420688
1519316,2013,"Vfc-Louder Creek E, F, G, H",Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,Virginia Fuel Corporation,"P.O. Box 85, Keokee, VA 24265", ,Appalachia Central,7382,4,5040,8.90679988359
1519418,2013,Cloverlick # 3 Mine,Kentucky (East),Harlan,Active,Underground,Independent Producer Operator,Mine only,Jarisa Inc.,"P.O. Box 536, Neon, KY 41840", ,Appalachia Central,6560,19,14496,8.78874588194
1519426,2013,Ky No 6,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine and Preparation Plant,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,337020,54,146852,12.7278975548
1519455,2013,Highsplint Strip #2 Dixie 25,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Dixie Fuel Company Llc,"P.O. Box 269, Grays Knob, KY 40829", ,Appalachia Central,35618,12,39979,10.480606407
1519498,2013,No. 1,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Jean Coal Co. Llc,"227 Village Ctr, Harlan, KY 40831", ,Appalachia Central,72894,17,21712,11.1967616101
1519525,2013,Highsplint #1,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,Robert Clear Coal Corporation,"P.O. Box 1385, Lafollette, TN 37766", ,Appalachia Central,102108,18,35159,11.5337863556
1519549,2013,Pathfork,Kentucky (East),Harlan,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Nally & Hamilton Enterprises,","P.O. Box 157, Bardstown, KY 40004", ,Appalachia Central,12308,16,32479,9.41800473644
1519567,2013,Liggett #8,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Liggett Mining Llc,"9329 W Highway 72, Harlan, KY 40831", ,Appalachia Central,25422,23,55678,10.1433702199
1519568,2013,Liggett  #9,Kentucky (East),Harlan,"Active, men working, not producing",Underground,Independent Producer Operator,Mine only,Liggett Mining Llc,"302 South Jefferson St, Roanoke, VA 24011", ,Appalachia Central,76097,26,58920,11.2397641213
1519583,2013,No.1,Kentucky (East),Harlan,Permanently abandoned,Underground,Independent Producer Operator,Mine and Preparation Plant,"State Line Mining, Inc.","918 Garrett Hollow Road, Cranks, KY 40820", ,Appalachia Central,10146,9,8494,9.22483481813
1519645,2013,Ky No.7,Kentucky (East),Harlan,Active,Surface,Independent Producer Operator,Mine only,"Straight Creek Coal Mining, In","P.O. Box 117, Stoney Fork, KY 40988", ,Appalachia Central,23967,16,17748,10.0844331632
1516231,2013,Patriot Surface,Kentucky (West),Henderson,"Active, men working, not producing",Surface,Independent Producer Operator,Mine only,"Grand Eagle Mining, Llc","P.O. Box 275, Henderson, KY 42419", ,Illinois Basin,13663,11,21107,9.52244672834
1502132,2013,Dotiki Mine,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Webster County Coal Llc,"4611 State Route 270w, Clay, KY 42404", ,Illinois Basin,3473953,378,1009430,15.0608036966
1517216,2013,Cardinal,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Mine only,Warrior Coal Llc,"57 J.E. Ellis Road, Madisonville, KY 42431", ,Illinois Basin,5198985,436,1094874,15.4639739722
1517232,2013,Richland No 9,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Mine only,Warrior Coal Llc.,"57 J.E. Ellis Road, Madisonville, KY 42431", ,Illinois Basin,690911,71,177731,13.4457662956
1518826,2013,Elk Creek Mine,Kentucky (West),Hopkins,Active,Underground,Operating Subsidiary,Mine only,Hopkins County Coal Llc,"35 Frank Cox Road, Madisonville, KY 42431", ,Illinois Basin,3073998,358,920141,14.9384895525
1515851,2013,Mine No 1,Kentucky (East),Johnson,Active,Surface,Independent Producer Operator,Mine only,Jordan Construction,"15810 Hwy 32, Blaine, KY 41124", ,Appalachia Central,3402,2,839,8.13211877296
1519226,2013,Long Branch Surface,Kentucky (East),Johnson,Temporarily closed,Surface,Operating Subsidiary,Mine only,James River Coal Service Compa,"1374 Hwy 192 East, London, KY 40741", ,Appalachia Central,109651,23,49522,11.6050578737
1519548,2013,Surface #4,Kentucky (East),Johnson,Active,Surface,Independent Producer Operator,Mine only,Mine Rite Coal Co Inc,"190 Ky Rt 689 E, Flat Gap, KY 41219", ,Appalachia Central,59330,12,29393,10.9908703593
1519644,2013,Superior Highwall Miner No. 12,Kentucky (East),Johnson,Active,Surface,Independent Producer Operator,Mine only,"Bundy Auger Mining, Inc.","2005 Webster Road, Summersville, WV 26651", ,Appalachia Central,104780,5,10260,11.559618193
1519659,2013,Redbush #1,Kentucky (East),Johnson,Temporarily closed,Surface,Independent Producer Operator,Mine only,"Red Bush, Llc","717 Red Bud Place, Corbin, KY 40701", ,Appalachia Central,5100,7,4100,8.53699581871
1519678,2013,No. 4,Kentucky (East),Johnson,Active,Surface,Independent Producer Operator,Mine only,"Blackstone Coal Company, Llc","445 River Bend Way, Grayson, KY 41143", ,Appalachia Central,152103,19,47859,11.9323132019
1519116,2013,Mine #9a,Kentucky (East),Knott,Active,Underground,Operating Subsidiary,Mine only,Enterprise Mining Company Llc,"633 Callahan Ave, Appalachia, VA 24216", ,Appalachia Central,976928,111,248722,13.7921682333
1519315,2013,Yellow Mtn Surface Mine,Kentucky (East),Knott,Active,Surface,Independent Producer Operator,Mine only,Kentucky Fuel Corporation,"20475 Us 23, Louisa, KY 41230", ,Appalachia Central,44077,23,47812,10.6936933834
1519400,2013,#88,Kentucky (East),Knott,Active,Underground,Operating Subsidiary,Mine only,Blue Diamond Coal Company,"P.O. Box 309, Jeff, KY 41751", ,Appalachia Central,199206,43,84063,12.2020947442
1519416,2013,Bearville,Kentucky (East),Knott,Active,Surface,Independent Producer Operator,Mine only,Pine Branch Mining Llc,"3228 Summit Square Place, Suit, Lexington, KY 40509", ,Appalachia Central,350610,42,88763,12.7674297736
1519437,2013,S-14 Trace Fork,Kentucky (East),Knott,Permanently abandoned,Surface,Independent Producer Operator,Mine only,"Revelation Energy, Llc","P.O. Box 249, Standville, KY 41659", ,Appalachia Central,135519,27,33242,11.8168671309
1519559,2013,C 3,Kentucky (East),Knott,Active,Underground,Independent Producer Operator,Mine only,Cbl Mining Llc,"P.O. Box 69, Garrett, KY 41630", ,Appalachia Central,53140,27,32137,10.8806852193
